Surname,ApproximateNumber,%Frequency,Rank,Percent,Cumulative_percent
RACKLEY,4974,0.002,5940,2.92851495006882e-05,0.719916830175555
RADABAUGH,2487,0.001,16038,1.46425747503441e-05,0.7199314727503053
RADCLIFF,4974,0.002,6790,2.92851495006882e-05,0.7199607578998061
RADCLIFFE,4974,0.002,5805,2.92851495006882e-05,0.7199900430493068
RADEL,2487,0.001,15697,1.46425747503441e-05,0.7200046856240572
RADEMACHER,4974,0.002,6473,2.92851495006882e-05,0.7200339707735579
RADKE,2487,0.001,9783,1.46425747503441e-05,0.7200486133483083
RADLEY,2487,0.001,11796,1.46425747503441e-05,0.7200632559230586
RADTKE,4974,0.002,5939,2.92851495006882e-05,0.7200925410725594
RAE,4974,0.002,5086,2.92851495006882e-05,0.7201218262220601
RAEL,4974,0.002,5728,2.92851495006882e-05,0.7201511113715608
RAFAEL,2487,0.001,14785,1.46425747503441e-05,0.7201657539463112
RAFF,2487,0.001,16037,1.46425747503441e-05,0.7201803965210616
RAFFA,2487,0.001,15072,1.46425747503441e-05,0.720195039095812
RAFFAELE,2487,0.001,18031,1.46425747503441e-05,0.7202096816705623
RAFTER,2487,0.001,18030,1.46425747503441e-05,0.7202243242453127
RAFTERY,2487,0.001,16764,1.46425747503441e-05,0.720238966820063
RAGER,4974,0.002,7132,2.92851495006882e-05,0.7202682519695638
RAGGS,2487,0.001,11973,1.46425747503441e-05,0.7202828945443142
RAGIN,2487,0.001,9917,1.46425747503441e-05,0.7202975371190645
RAGLAND,17409,0.006999999999999999,1813,0.0001024980232524087,0.720400035142317
RAGLIN,2487,0.001,11319,1.46425747503441e-05,0.7204146777170674
RAGUSA,2487,0.001,11166,1.46425747503441e-05,0.7204293202918177
RAHM,2487,0.001,14503,1.46425747503441e-05,0.7204439628665681
RAHMAN,2487,0.001,7653,1.46425747503441e-05,0.7204586054413185
RAHN,4974,0.002,5898,2.92851495006882e-05,0.7204878905908192
RAIFORD,2487,0.001,12345,1.46425747503441e-05,0.7205025331655696
RAILEY,2487,0.001,7803,1.46425747503441e-05,0.7205171757403199
RAILSBACK,2487,0.001,13178,1.46425747503441e-05,0.7205318183150703
RAINBOLT,2487,0.001,9515,1.46425747503441e-05,0.7205464608898207
RAINE,2487,0.001,13947,1.46425747503441e-05,0.720561103464571
RAINER,2487,0.001,8620,1.46425747503441e-05,0.7205757460393214
RAINES,22383,0.009000000000000001,1392,0.0001317831727530969,0.7207075292120745
RAINEY,24870,0.01,1261,0.000146425747503441,0.7208539549595779
RAINVILLE,2487,0.001,15696,1.46425747503441e-05,0.7208685975343283
RAINWATER,4974,0.002,5182,2.92851495006882e-05,0.720897882683829
RAKE,2487,0.001,12970,1.46425747503441e-05,0.7209125252585794
RAKER,2487,0.001,16394,1.46425747503441e-05,0.7209271678333298
RAKES,2487,0.001,7581,1.46425747503441e-05,0.7209418104080801
RAKESTRAW,2487,0.001,12969,1.46425747503441e-05,0.7209564529828305
RAKOWSKI,2487,0.001,18493,1.46425747503441e-05,0.7209710955575809
RALEIGH,4974,0.002,7067,2.92851495006882e-05,0.7210003807070816
RALL,2487,0.001,13673,1.46425747503441e-05,0.721015023281832
RALLS,2487,0.001,11165,1.46425747503441e-05,0.7210296658565823
RAMAGE,4974,0.002,5574,2.92851495006882e-05,0.7210589510060831
RAMBERT,2487,0.001,14784,1.46425747503441e-05,0.7210735935808334
RAMBO,4974,0.002,5573,2.92851495006882e-05,0.7211028787303342
RAMER,4974,0.002,6387,2.92851495006882e-05,0.7211321638798349
RAMERIZ,2487,0.001,7580,1.46425747503441e-05,0.7211468064545853
RAMEY,22383,0.009000000000000001,1438,0.0001317831727530969,0.7212785896273384
RAMINEZ,2487,0.001,17180,1.46425747503441e-05,0.7212932322020887
RAMIRES,2487,0.001,9645,1.46425747503441e-05,0.7213078747768391
RAMIREZ,261135,0.105,70,0.0015374703487861306,0.7228453451256253
RAMM,2487,0.001,13428,1.46425747503441e-05,0.7228599877003756
RAMOS,164142,0.066,140,0.0009664099335227106,0.7238263976338983
RAMSDELL,2487,0.001,9195,1.46425747503441e-05,0.7238410402086487
RAMSEY,82071,0.033,327,0.0004832049667613553,0.72432424517541
RANA,2487,0.001,17596,1.46425747503441e-05,0.7243388877501604
RANALLO,2487,0.001,17595,1.46425747503441e-05,0.7243535303249108
RANCK,2487,0.001,15071,1.46425747503441e-05,0.7243681728996612
RANCOURT,2487,0.001,7802,1.46425747503441e-05,0.7243828154744115
RANDALL,54714,0.022000000000000002,527,0.0003221366445075702,0.724704952118919
RANDAZZO,4974,0.002,6472,2.92851495006882e-05,0.7247342372684198
RANDEL,2487,0.001,9916,1.46425747503441e-05,0.7247488798431702
RANDELL,4974,0.002,7377,2.92851495006882e-05,0.7247781649926709
RANDLE,17409,0.006999999999999999,1743,0.0001024980232524087,0.7248806630159234
RANDLES,2487,0.001,10579,1.46425747503441e-05,0.7248953055906737
RANDOLPH,44766,0.018000000000000002,669,0.0002635663455061938,0.7251588719361799
RANGE,4974,0.002,6789,2.92851495006882e-05,0.7251881570856806
RANGEL,29844,0.012,1040,0.00017571089700412921,0.7253638679826847
RANGER,2487,0.001,16036,1.46425747503441e-05,0.7253785105574351
RANIERI,2487,0.001,12153,1.46425747503441e-05,0.7253931531321854
RANK,2487,0.001,10855,1.46425747503441e-05,0.7254077957069358
RANKIN,29844,0.012,1006,0.00017571089700412921,0.7255835066039399
RANKINS,4974,0.002,5480,2.92851495006882e-05,0.7256127917534406
RANNEY,2487,0.001,11972,1.46425747503441e-05,0.725627434328191
RANSDELL,2487,0.001,9782,1.46425747503441e-05,0.7256420769029414
RANSOM,17409,0.006999999999999999,1906,0.0001024980232524087,0.7257445749261938
RANSOME,2487,0.001,13672,1.46425747503441e-05,0.7257592175009442
RANSON,4974,0.002,7376,2.92851495006882e-05,0.7257885026504449
RAO,4974,0.002,7375,2.92851495006882e-05,0.7258177877999457
RAPE,2487,0.001,16393,1.46425747503441e-05,0.725832430374696
RAPER,4974,0.002,5858,2.92851495006882e-05,0.7258617155241968
RAPHAEL,2487,0.001,8619,1.46425747503441e-05,0.7258763580989471
RAPIER,2487,0.001,15695,1.46425747503441e-05,0.7258910006736975
RAPOSA,2487,0.001,9514,1.46425747503441e-05,0.7259056432484479
RAPOSO,2487,0.001,15694,1.46425747503441e-05,0.7259202858231982
RAPOZA,2487,0.001,14783,1.46425747503441e-05,0.7259349283979486
RAPPAPORT,2487,0.001,12744,1.46425747503441e-05,0.725949570972699
RARICK,2487,0.001,13671,1.46425747503441e-05,0.7259642135474493
RASBERRY,2487,0.001,7801,1.46425747503441e-05,0.7259788561221997
RASCH,2487,0.001,12152,1.46425747503441e-05,0.7259934986969501
RASCO,2487,0.001,12344,1.46425747503441e-05,0.7260081412717004
RASCOE,2487,0.001,14502,1.46425747503441e-05,0.7260227838464508
RASCON,4974,0.002,6159,2.92851495006882e-05,0.7260520689959515
RASHEED,2487,0.001,18492,1.46425747503441e-05,0.7260667115707019
RASHID,2487,0.001,8538,1.46425747503441e-05,0.7260813541454523
RASKIN,2487,0.001,13946,1.46425747503441e-05,0.7260959967202026
RASMUSSEN,29844,0.012,971,0.00017571089700412921,0.7262717076172067
RASNICK,2487,0.001,14782,1.46425747503441e-05,0.7262863501919571
RAST,2487,0.001,17594,1.46425747503441e-05,0.7263009927667075
RATCHFORD,2487,0.001,8997,1.46425747503441e-05,0.7263156353414578
RATCLIFFE,4974,0.002,7374,2.92851495006882e-05,0.7263449204909586
RATH,2487,0.001,7652,1.46425747503441e-05,0.7263595630657089
RATHBONE,4974,0.002,6343,2.92851495006882e-05,0.7263888482152097
RATHBUN,4974,0.002,6841,2.92851495006882e-05,0.7264181333647104
RATHBURN,2487,0.001,10172,1.46425747503441e-05,0.7264327759394608
RATHER,2487,0.001,12151,1.46425747503441e-05,0.7264474185142111
RATHJEN,2487,0.001,14206,1.46425747503441e-05,0.7264620610889615
RATLEY,2487,0.001,13177,1.46425747503441e-05,0.7264767036637119
RATLIFF,32331,0.013000000000000001,941,0.0001903534717544733,0.7266670571354663
RATNER,2487,0.001,14501,1.46425747503441e-05,0.7266816997102167
RATZLAFF,2487,0.001,11795,1.46425747503441e-05,0.726696342284967
RAUB,2487,0.001,17179,1.46425747503441e-05,0.7267109848597174
RAULSTON,2487,0.001,15693,1.46425747503441e-05,0.7267256274344678
RAUSCHER,2487,0.001,12537,1.46425747503441e-05,0.7267402700092181
RAVEN,2487,0.001,10578,1.46425747503441e-05,0.7267549125839685
RAWLEY,2487,0.001,16035,1.46425747503441e-05,0.7267695551587189
RAWLINSON,2487,0.001,13945,1.46425747503441e-05,0.7267841977334693
RAWSON,4974,0.002,5329,2.92851495006882e-05,0.72681348288297
RAY,136785,0.055,173,0.0008053416112689256,0.7276188244942389
RAYA,2487,0.001,8255,1.46425747503441e-05,0.7276334670689892
RAYBON,2487,0.001,11794,1.46425747503441e-05,0.7276481096437396
RAYBORN,2487,0.001,7730,1.46425747503441e-05,0.72766275221849
RAYES,2487,0.001,17178,1.46425747503441e-05,0.7276773947932403
RAYFIELD,2487,0.001,9402,1.46425747503441e-05,0.7276920373679907
RAYGOZA,2487,0.001,14500,1.46425747503441e-05,0.7277066799427411
RAYL,2487,0.001,15692,1.46425747503441e-05,0.7277213225174914
RAYMER,4974,0.002,6788,2.92851495006882e-05,0.7277506076669922
RAYMO,2487,0.001,16392,1.46425747503441e-05,0.7277652502417425
RAYMOND,32331,0.013000000000000001,903,0.0001903534717544733,0.727955603713497
RAYNER,4974,0.002,6424,2.92851495006882e-05,0.7279848888629977
RAYO,2487,0.001,16034,1.46425747503441e-05,0.7279995314377481
RE,2487,0.001,17177,1.46425747503441e-05,0.7280141740124985
REACH,2487,0.001,12536,1.46425747503441e-05,0.7280288165872488
READ,14922,0.006,1957,8.785544850206461e-05,0.7281166720357509
READE,2487,0.001,17593,1.46425747503441e-05,0.7281313146105013
READER,4974,0.002,7373,2.92851495006882e-05,0.728160599760002
READING,2487,0.001,7579,1.46425747503441e-05,0.7281752423347524
READY,4974,0.002,6894,2.92851495006882e-05,0.7282045274842531
REAGAN,14922,0.006,2000,8.785544850206461e-05,0.7282923829327552
REAGLE,2487,0.001,16391,1.46425747503441e-05,0.7283070255075056
REAL,4974,0.002,6342,2.92851495006882e-05,0.7283363106570063
REALE,2487,0.001,11318,1.46425747503441e-05,0.7283509532317567
REAM,2487,0.001,8254,1.46425747503441e-05,0.7283655958065071
REAMER,2487,0.001,11647,1.46425747503441e-05,0.7283802383812574
REAMES,2487,0.001,10313,1.46425747503441e-05,0.7283948809560078
REAMS,4974,0.002,5938,2.92851495006882e-05,0.7284241661055085
REAPER,2487,0.001,15070,1.46425747503441e-05,0.7284388086802589
REARICK,2487,0.001,10854,1.46425747503441e-05,0.7284534512550093
REASON,2487,0.001,8996,1.46425747503441e-05,0.7284680938297596
REASONER,2487,0.001,17592,1.46425747503441e-05,0.72848273640451
REASOR,2487,0.001,16763,1.46425747503441e-05,0.7284973789792604
REAVES,14922,0.006,1943,8.785544850206461e-05,0.7285852344277625
REAVIS,4974,0.002,5146,2.92851495006882e-05,0.7286145195772632
REAY,2487,0.001,13944,1.46425747503441e-05,0.7286291621520136
REBELLO,2487,0.001,16762,1.46425747503441e-05,0.7286438047267639
REBER,4974,0.002,6341,2.92851495006882e-05,0.7286730898762647
RECH,2487,0.001,16033,1.46425747503441e-05,0.728687732451015
RECINOS,2487,0.001,13427,1.46425747503441e-05,0.7287023750257654
RECIO,2487,0.001,10435,1.46425747503441e-05,0.7287170176005158
RECK,2487,0.001,11971,1.46425747503441e-05,0.7287316601752661
RECKER,2487,0.001,14205,1.46425747503441e-05,0.7287463027500165
RECORD,2487,0.001,10031,1.46425747503441e-05,0.7287609453247669
RED,4974,0.002,6840,2.92851495006882e-05,0.7287902304742676
REDA,2487,0.001,14499,1.46425747503441e-05,0.728804873049018
REDDIN,2487,0.001,17591,1.46425747503441e-05,0.7288195156237683
REDDINGTON,2487,0.001,16761,1.46425747503441e-05,0.7288341581985187
REDDISH,2487,0.001,12535,1.46425747503441e-05,0.7288488007732691
REDER,2487,0.001,18491,1.46425747503441e-05,0.7288634433480194
REDFERN,2487,0.001,11970,1.46425747503441e-05,0.7288780859227698
REDFIELD,2487,0.001,10997,1.46425747503441e-05,0.7288927284975202
REDFORD,2487,0.001,9513,1.46425747503441e-05,0.7289073710722705
REDICK,2487,0.001,16390,1.46425747503441e-05,0.7289220136470209
REDING,2487,0.001,10714,1.46425747503441e-05,0.7289366562217713
REDINGER,2487,0.001,14781,1.46425747503441e-05,0.7289512987965217
REDINGTON,2487,0.001,16760,1.46425747503441e-05,0.728965941371272
REDMOND,19896,0.008,1573,0.0001171405980027528,0.7290830819692747
REDONDO,2487,0.001,13943,1.46425747503441e-05,0.7290977245440251
REDRICK,2487,0.001,16389,1.46425747503441e-05,0.7291123671187755
REDUS,2487,0.001,11969,1.46425747503441e-05,0.7291270096935258
REDWINE,2487,0.001,9644,1.46425747503441e-05,0.7291416522682762
REECE,24870,0.01,1278,0.000146425747503441,0.7292880780157797
REED,303414,0.122,55,0.0017863941195419802,0.7310744721353216
REEDER,17409,0.006999999999999999,1679,0.0001024980232524087,0.7311769701585741
REEL,4974,0.002,5045,2.92851495006882e-05,0.7312062553080748
REEP,2487,0.001,11646,1.46425747503441e-05,0.7312208978828252
REESE,74610,0.03,372,0.00043927724251032304,0.7316601751253355
REESER,2487,0.001,11468,1.46425747503441e-05,0.7316748177000859
REEVES,79584,0.032,343,0.0004685623920110112,0.7321433800920969
REGER,2487,0.001,12743,1.46425747503441e-05,0.7321580226668473
REGINA,2487,0.001,14498,1.46425747503441e-05,0.7321726652415976
REGIS,2487,0.001,10312,1.46425747503441e-05,0.732187307816348
REGNER,2487,0.001,16032,1.46425747503441e-05,0.7322019503910984
REGNIER,2487,0.001,13670,1.46425747503441e-05,0.7322165929658487
REGO,4974,0.002,6583,2.92851495006882e-05,0.7322458781153495
REHBERG,2487,0.001,15069,1.46425747503441e-05,0.7322605206900998
REHKOP,2487,0.001,12534,1.46425747503441e-05,0.7322751632648502
REHM,2487,0.001,9915,1.46425747503441e-05,0.7322898058396006
REIBER,2487,0.001,13669,1.46425747503441e-05,0.7323044484143509
REICHARD,2487,0.001,8028,1.46425747503441e-05,0.7323190909891013
REICHEL,2487,0.001,9401,1.46425747503441e-05,0.7323337335638517
REICHENBACH,2487,0.001,13176,1.46425747503441e-05,0.732348376138602
REICHMAN,2487,0.001,13942,1.46425747503441e-05,0.7323630187133524
REID,114402,0.046,232,0.0006735584385158287,0.7330365771518682
REIDER,2487,0.001,10996,1.46425747503441e-05,0.7330512197266186
REIDY,2487,0.001,10995,1.46425747503441e-05,0.7330658623013689
REIF,2487,0.001,11793,1.46425747503441e-05,0.7330805048761193
REIFF,2487,0.001,8359,1.46425747503441e-05,0.7330951474508697
REILEY,2487,0.001,16031,1.46425747503441e-05,0.73310979002562
REILLEY,2487,0.001,18490,1.46425747503441e-05,0.7331244326003704
REILLY,32331,0.013000000000000001,901,0.0001903534717544733,0.7333147860721249
REILY,2487,0.001,17590,1.46425747503441e-05,0.7333294286468752
REIMANN,2487,0.001,17176,1.46425747503441e-05,0.7333440712216256
REIMER,4974,0.002,5259,2.92851495006882e-05,0.7333733563711263
REIMERS,2487,0.001,8995,1.46425747503441e-05,0.7333879989458767
REIN,2487,0.001,11968,1.46425747503441e-05,0.7334026415206271
REINA,2487,0.001,10853,1.46425747503441e-05,0.7334172840953774
REINER,2487,0.001,8358,1.46425747503441e-05,0.7334319266701278
REINERT,2487,0.001,8794,1.46425747503441e-05,0.7334465692448782
REINHARD,2487,0.001,10171,1.46425747503441e-05,0.7334612118196285
REINHOLD,2487,0.001,8793,1.46425747503441e-05,0.7334758543943789
REINKE,4974,0.002,7066,2.92851495006882e-05,0.7335051395438796
REINOSO,2487,0.001,15373,1.46425747503441e-05,0.73351978211863
REISER,2487,0.001,9643,1.46425747503441e-05,0.7335344246933804
REISINGER,2487,0.001,10577,1.46425747503441e-05,0.7335490672681307
REISMAN,2487,0.001,17175,1.46425747503441e-05,0.7335637098428811
REITH,2487,0.001,18029,1.46425747503441e-05,0.7335783524176315
RELIFORD,2487,0.001,12343,1.46425747503441e-05,0.7335929949923818
RELYEA,2487,0.001,18489,1.46425747503441e-05,0.7336076375671322
REMALEY,2487,0.001,12533,1.46425747503441e-05,0.7336222801418826
REMBERT,4974,0.002,5258,2.92851495006882e-05,0.7336515652913833
REMER,2487,0.001,18488,1.46425747503441e-05,0.7336662078661337
REMICK,2487,0.001,13426,1.46425747503441e-05,0.733680850440884
REMILLARD,4974,0.002,5857,2.92851495006882e-05,0.7337101355903848
REMINGTON,4974,0.002,5220,2.92851495006882e-05,0.7337394207398855
REMLEY,2487,0.001,13425,1.46425747503441e-05,0.7337540633146359
REMMERS,2487,0.001,18487,1.46425747503441e-05,0.7337687058893863
REMPE,2487,0.001,18028,1.46425747503441e-05,0.7337833484641366
REMY,2487,0.001,7874,1.46425747503441e-05,0.733797991038887
RENARD,2487,0.001,12968,1.46425747503441e-05,0.7338126336136374
RENAUD,4974,0.002,6471,2.92851495006882e-05,0.7338419187631381
RENCHER,2487,0.001,14204,1.46425747503441e-05,0.7338565613378885
RENDA,2487,0.001,15068,1.46425747503441e-05,0.7338712039126388
RENDER,2487,0.001,9781,1.46425747503441e-05,0.7338858464873892
RENE,2487,0.001,12967,1.46425747503441e-05,0.7339004890621396
RENEAU,2487,0.001,9400,1.46425747503441e-05,0.7339151316368899
RENFROE,4974,0.002,6256,2.92851495006882e-05,0.7339444167863907
RENFROW,4974,0.002,6633,2.92851495006882e-05,0.7339737019358914
RENICK,2487,0.001,15067,1.46425747503441e-05,0.7339883445106418
RENKEN,2487,0.001,12742,1.46425747503441e-05,0.7340029870853921
RENN,2487,0.001,9512,1.46425747503441e-05,0.7340176296601425
RENNICK,2487,0.001,18486,1.46425747503441e-05,0.7340322722348929
RENNIE,2487,0.001,9092,1.46425747503441e-05,0.7340469148096432
RENNINGER,2487,0.001,10713,1.46425747503441e-05,0.7340615573843936
RENSHAW,2487,0.001,7651,1.46425747503441e-05,0.734076199959144
RENTAS,2487,0.001,10434,1.46425747503441e-05,0.7340908425338943
RENTSCHLER,2487,0.001,16388,1.46425747503441e-05,0.7341054851086447
RENTZ,2487,0.001,12150,1.46425747503441e-05,0.7341201276833951
RENWICK,2487,0.001,10994,1.46425747503441e-05,0.7341347702581454
RENY,2487,0.001,16387,1.46425747503441e-05,0.7341494128328958
RENZ,2487,0.001,9511,1.46425747503441e-05,0.7341640554076462
RENZI,2487,0.001,15066,1.46425747503441e-05,0.7341786979823965
REPASS,2487,0.001,15065,1.46425747503441e-05,0.7341933405571469
REPLOGLE,2487,0.001,14497,1.46425747503441e-05,0.7342079831318973
REPP,2487,0.001,8701,1.46425747503441e-05,0.7342226257066476
REPPERT,2487,0.001,15691,1.46425747503441e-05,0.734237268281398
RESCH,2487,0.001,12149,1.46425747503441e-05,0.7342519108561484
RESENDEZ,4974,0.002,5524,2.92851495006882e-05,0.7342811960056491
RESENDIZ,2487,0.001,12342,1.46425747503441e-05,0.7342958385803995
RESER,2487,0.001,16759,1.46425747503441e-05,0.7343104811551499
RESLER,2487,0.001,16386,1.46425747503441e-05,0.7343251237299002
RESNICK,2487,0.001,8618,1.46425747503441e-05,0.7343397663046506
RESSLER,2487,0.001,9510,1.46425747503441e-05,0.734354408879401
RESTER,2487,0.001,14203,1.46425747503441e-05,0.7343690514541513
RESTIVO,2487,0.001,12966,1.46425747503441e-05,0.7343836940289017
RESTO,2487,0.001,10170,1.46425747503441e-05,0.7343983366036521
RESTREPO,2487,0.001,11164,1.46425747503441e-05,0.7344129791784024
RETANA,2487,0.001,13668,1.46425747503441e-05,0.7344276217531528
RETHERFORD,2487,0.001,18027,1.46425747503441e-05,0.7344422643279032
RETHMAN,2487,0.001,17589,1.46425747503441e-05,0.7344569069026535
RETTIG,2487,0.001,10993,1.46425747503441e-05,0.7344715494774039
RETZLAFF,2487,0.001,17174,1.46425747503441e-05,0.7344861920521543
REULET,2487,0.001,16758,1.46425747503441e-05,0.7345008346269046
REVELES,2487,0.001,11967,1.46425747503441e-05,0.734515477201655
REVELL,2487,0.001,7515,1.46425747503441e-05,0.7345301197764054
REVELS,2487,0.001,8027,1.46425747503441e-05,0.7345447623511557
REVILLA,2487,0.001,13175,1.46425747503441e-05,0.7345594049259061
REVIS,2487,0.001,7873,1.46425747503441e-05,0.7345740475006565
REW,2487,0.001,18026,1.46425747503441e-05,0.7345886900754068
REX,4974,0.002,6158,2.92851495006882e-05,0.7346179752249076
REXFORD,2487,0.001,15064,1.46425747503441e-05,0.7346326177996579
REXROAD,2487,0.001,16385,1.46425747503441e-05,0.7346472603744083
REYER,2487,0.001,16757,1.46425747503441e-05,0.7346619029491587
REYES,164142,0.066,141,0.0009664099335227106,0.7356283128826814
REYNA,27357,0.011000000000000001,1054,0.0001610683222537851,0.7357893812049352
REYNOLDS,193986,0.078,112,0.0011421208305268397,0.7369315020354621
REYNOSA,2487,0.001,13667,1.46425747503441e-05,0.7369461446102125
REZA,2487,0.001,10030,1.46425747503441e-05,0.7369607871849628
REZENDES,2487,0.001,14202,1.46425747503441e-05,0.7369754297597132
RHAMES,2487,0.001,12741,1.46425747503441e-05,0.7369900723344636
RHEAUME,2487,0.001,10576,1.46425747503441e-05,0.7370047149092139
RHEE,2487,0.001,9292,1.46425747503441e-05,0.7370193574839643
